t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1574589,-0.2666,-0.2178,0.9048,-3.30,-23.99,-4.27
1574602,-0.1494,-0.1582,0.9282,-3.78,-26.18,3.05
1574615,-0.1938,-0.1323,0.9204,-5.37,-27.16,9.58
1574627,-0.2095,-0.1738,0.9478,-5.37,-30.40,11.17
1574640,-0.0303,-0.1797,0.9692,-5.55,-29.60,13.06
1574653,-0.1211,-0.2012,0.9727,-5.07,-31.13,12.33
1574666,0.0674,-0.1562,1.0005,-5.31,-30.76,12.63
1574678,0.0698,-0.1836,1.0063,-5.74,-30.15,13.06
1574691,0.1660,-0.2217,1.0225,-4.88,-29.24,11.84
1574704,0.1665,-0.2002,1.0371,-4.58,-27.71,10.13
1574716,0.1909,-0.1987,1.0425,-3.85,-26.79,7.32
1574729,0.2192,-0.1616,1.0522,-3.97,-24.96,6.16
1574742,0.1772,-0.1748,1.0552,-3.78,-24.23,4.88
1574754,0.2183,-0.1694,1.0825,-3.78,-22.71,4.58
1574767,0.1787,-0.1538,1.1104,-3.91,-22.03,4.33
1574780,0.1904,-0.1362,1.1548,-4.46,-20.87,4.15
1574792,0.1377,-0.1748,1.1592,-4.76,-19.90,3.11
1574805,0.1235,-0.2021,1.1558,-4.21,-19.84,0.85
1574818,0.1782,-0.2324,1.1709,-4.52,-18.25,-0.73
1574831,0.1016,-0.2812,1.1387,-3.48,-17.82,-3.36
1574843,0.0908,-0.2192,1.1152,-3.17,-17.03,-5.49
1574856,0.0371,-0.1807,1.0713,-3.60,-17.58,-6.23
1574869,0.0884,-0.1787,1.0464,-3.85,-17.58,-5.43
1574881,0.0786,-0.1250,1.0327,-4.52,-17.70,-3.91
1574894,0.1089,-0.0669,1.0498,-5.68,-17.46,-4.09
1574907,0.0947,-0.0688,1.0566,-6.77,-16.85,-6.96
1574919,0.1353,-0.0654,1.0718,-7.45,-16.24,-11.54
1574932,0.2051,-0.0801,1.0806,-8.48,-14.47,-15.81
1574945,0.1787,-0.0967,1.0659,-8.91,-12.76,-20.81
1574958,0.1230,-0.0649,1.0483,-9.64,-11.72,-25.70
1574970,0.1309,-0.0649,1.0664,-10.80,-11.60,-27.89
1574983,0.1890,-0.0933,1.0698,-12.45,-10.80,-24.96
1574996,0.1670,-0.0977,1.0767,-14.28,-10.93,-19.47
1575008,0.2007,-0.0933,1.0879,-16.24,-10.62,-14.77
1575021,0.2109,-0.1133,1.0884,-17.82,-9.58,-13.73
1575034,0.1826,-0.1421,1.0723,-18.43,-8.36,-17.40
1575046,0.2217,-0.1562,1.0703,-18.68,-7.08,-22.89
1575059,0.2412,-0.2285,1.0620,-18.62,-4.88,-28.99
1575072,0.2075,-0.2944,1.0137,-17.64,-2.44,-34.85
1575084,0.1206,-0.2939,0.9668,-16.97,-1.46,-38.76
1575097,0.1909,-0.3398,0.9604,-16.78,-0.92,-37.90
1575110,0.1841,-0.4067,0.9316,-16.42,0.06,-32.65
1575123,0.1821,-0.3696,0.9233,-16.36,-0.61,-24.66
1575135,0.3076,-0.3652,0.9458,-17.64,0.00,-14.83
1575148,0.2515,-0.4312,0.9243,-17.27,1.40,-10.07
1575161,0.2593,-0.3369,0.9448,-16.11,2.26,-10.13
1575173,0.3423,-0.2803,0.9438,-16.66,4.82,-10.74
1575186,0.2451,-0.3364,0.8921,-15.69,6.47,-13.73
1575199,0.3159,-0.2524,0.8779,-15.20,7.87,-13.55
1575211,0.3306,-0.2632,0.8379,-15.99,10.44,-11.66
1575224,0.2417,-0.2905,0.7915,-15.38,10.99,-11.96
1575237,0.2896,-0.2583,0.7617,-15.26,12.76,-11.90
1575250,0.2461,-0.2686,0.7222,-14.59,14.10,-14.22
1575262,0.2646,-0.2310,0.7061,-13.85,15.69,-16.60
1575275,0.2417,-0.2456,0.6909,-13.55,17.21,-19.71
1575288,0.2397,-0.2788,0.6890,-12.33,18.49,-24.48
1575300,0.2700,-0.2715,0.7051,-11.35,20.32,-29.91
1575313,0.2534,-0.3174,0.7188,-10.01,22.28,-36.50
1575326,0.2305,-0.3252,0.7476,-8.06,23.99,-46.26
1575338,0.2388,-0.3184,0.7954,-6.90,25.39,-54.20
1575351,0.2563,-0.4819,0.8364,-6.29,26.55,-57.86
1575364,0.2407,-0.3662,0.9023,-6.29,27.04,-55.73
1575376,0.1919,-0.3965,0.9526,-7.69,26.18,-43.09
1575389,0.2017,-0.4761,0.9697,-7.93,24.96,-30.09
1575402,0.2383,-0.4497,0.9839,-7.75,25.51,-22.77
1575415,0.2002,-0.4341,0.9751,-6.77,26.49,-24.23
1575427,0.1597,-0.4453,0.9648,-4.76,27.47,-30.64
1575440,0.2017,-0.4297,0.9746,-2.93,28.87,-37.23
1575453,0.1787,-0.4331,0.9468,-1.46,30.76,-41.63
1575465,0.0840,-0.3921,0.9233,0.06,30.27,-44.19
1575478,0.1509,-0.3516,0.9248,0.43,30.27,-43.64
1575491,0.1875,-0.3789,0.9121,0.92,31.13,-43.03
1575503,0.1152,-0.3828,0.8994,2.50,31.74,-46.69
1575516,0.1147,-0.3184,0.9180,3.48,32.17,-52.25
1575529,0.1045,-0.3335,0.9072,3.66,32.71,-54.20
1575541,0.0786,-0.3887,0.8887,4.52,31.80,-51.82
1575554,0.1255,-0.3330,0.8901,4.09,31.25,-44.74
1575567,0.1162,-0.3525,0.8789,3.91,30.58,-37.90
1575580,0.0879,-0.3975,0.8628,5.31,30.52,-37.60
1575592,0.0898,-0.3589,0.8794,6.90,31.01,-42.36
1575605,0.0869,-0.3721,0.8887,8.61,31.86,-49.56
1575618,0.1016,-0.4351,0.9053,10.80,33.08,-56.15
1575630,0.0542,-0.4282,0.9141,13.06,33.26,-59.63
1575643,0.0586,-0.3672,0.9165,13.67,33.14,-58.04
1575656,0.0562,-0.3916,0.9023,13.98,32.71,-52.55
1575668,0.0234,-0.4028,0.8872,15.01,31.31,-45.84
1575681,0.0371,-0.3403,0.9053,15.26,30.46,-38.94
1575694,0.0498,-0.3379,0.9209,15.75,29.54,-33.26
1575707,0.0210,-0.3604,0.9141,16.91,28.87,-29.72
1575719,0.0337,-0.3301,0.9233,17.94,27.95,-27.28
1575732,0.0503,-0.3311,0.9365,18.86,28.14,-24.96
1575745,-0.0420,-0.3379,0.9141,20.94,27.28,-24.54
1575757,0.0127,-0.2500,0.9111,21.97,26.55,-23.74
1575770,-0.0215,-0.2446,0.8833,22.83,26.49,-23.56
1575783,-0.0728,-0.2339,0.8511,24.72,25.51,-26.86
1575795,-0.0376,-0.1357,0.8608,25.82,25.45,-30.03
1575808,-0.0996,-0.1401,0.8457,26.73,25.15,-33.69
1575821,-0.1001,-0.0815,0.8540,27.65,24.17,-36.62
1575833,-0.0908,-0.0557,0.8843,27.53,23.32,-37.29
1575846,-0.0845,-0.0825,0.9023,27.71,22.58,-36.80
1575859,-0.1230,-0.0352,0.9180,27.71,21.42,-34.91
1575872,-0.1450,-0.0029,0.9287,26.73,19.65,-32.10
1575884,-0.1387,-0.0215,0.9272,25.88,18.13,-29.11
1575897,-0.1641,-0.0205,0.9170,25.70,16.42,-27.65
1575910,-0.1196,0.0347,0.9321,25.15,15.26,-27.77
1575922,-0.1548,0.0195,0.9424,24.48,14.77,-29.72
1575935,-0.1621,0.0015,0.9502,24.72,13.67,-33.02
1575948,-0.1602,0.0376,0.9619,24.41,12.82,-35.16
1575960,-0.1694,0.0425,0.9629,23.74,11.66,-36.50
1575973,-0.1392,0.0342,0.9648,23.25,10.56,-37.05
1575986,-0.1611,0.0381,0.9629,22.46,9.83,-37.60
1575999,-0.1914,0.0356,0.9565,21.73,8.54,-38.33
1576011,-0.1987,0.0264,0.9595,20.87,7.14,-38.02
1576024,-0.1567,0.0171,0.9585,19.96,5.86,-36.93
1576037,-0.1470,0.0093,0.9531,19.17,5.13,-36.32
1576049,-0.1880,0.0308,0.9502,18.43,3.97,-36.74
1576062,-0.1587,0.0273,0.9746,17.21,2.75,-36.44
1576075,-0.1582,-0.0132,0.9639,16.36,2.14,-35.34
1576087,-0.1646,0.0103,0.9634,15.69,0.67,-33.20
1576100,-0.1313,0.0283,0.9575,14.28,0.06,-31.19
1576113,-0.1851,0.0283,0.9375,13.43,-0.98,-30.46
1576125,-0.1675,0.0425,0.9453,12.33,-2.01,-30.21
1576139,-0.2095,0.0073,0.9355,11.29,-3.30,-29.30
1576152,-0.1909,0.0059,0.9302,10.62,-4.52,-27.16
1576165,-0.1807,0.0127,0.9243,9.40,-5.74,-23.25
1576177,-0.2090,0.0229,0.9146,8.42,-7.45,-19.65
1576190,-0.1855,0.0615,0.9160,7.20,-8.73,-15.75
1576203,-0.1958,0.0923,0.9287,5.43,-10.56,-10.86
1576215,-0.1343,0.0537,0.9390,3.66,-11.60,-5.74
1576228,-0.1533,0.0605,0.9458,2.44,-12.76,-1.71
1576241,-0.1436,0.1118,0.9453,1.34,-13.85,0.67
1576253,-0.1309,0.1646,0.9492,-0.31,-14.53,2.81
1576266,-0.1050,0.1641,0.9453,-2.08,-15.26,4.82
1576279,-0.0869,0.1938,0.9419,-3.48,-15.75,6.47
1576291,-0.0728,0.2378,0.9614,-5.37,-15.87,7.45
1576304,-0.1001,0.2139,0.9634,-7.02,-16.24,6.41
1576317,-0.0845,0.2397,0.9736,-8.18,-16.24,4.46
1576330,-0.0874,0.2686,0.9839,-9.89,-16.42,2.87
1576342,-0.0776,0.2319,0.9775,-11.41,-16.48,1.22
1576355,-0.0815,0.2183,0.9717,-12.57,-16.36,-1.22
1576368,-0.0967,0.2324,0.9712,-13.61,-16.17,-4.82
1576380,-0.1304,0.2148,0.9604,-14.77,-15.81,-9.83
1576393,-0.1714,0.1714,0.9595,-15.20,-16.48,-15.32
1576406,-0.1211,0.1152,0.9624,-15.93,-16.36,-18.25
1576418,-0.1357,0.0054,0.9541,-16.42,-16.54,-19.23
1576431,-0.1455,-0.0679,0.9434,-16.05,-17.33,-18.86
1576444,-0.1494,-0.1001,0.9307,-16.17,-17.88,-17.09
1576457,-0.1865,-0.1841,0.9053,-15.93,-19.04,-14.40
1576469,-0.1484,-0.2480,0.8999,-15.14,-20.32,-11.17
1576482,-0.1279,-0.3320,0.8911,-14.59,-20.75,-7.02
1576495,-0.1602,-0.4175,0.8960,-12.63,-22.03,-4.82
1576507,-0.1035,-0.4282,0.9326,-10.31,-22.34,-4.21
1576520,-0.1274,-0.4570,0.9492,-8.36,-22.58,-4.09
1576533,-0.0493,-0.5254,0.9922,-6.16,-23.25,-1.53
1576545,-0.0107,-0.5791,1.0449,-3.91,-22.83,5.19
1576558,-0.0439,-0.5000,1.0586,-2.99,-24.60,13.24
1576571,0.0415,-0.5571,1.1040,-2.08,-24.96,21.79
1576583,0.0854,-0.6592,1.1489,0.18,-25.88,29.54
1576596,0.2588,-0.6841,1.2295,2.38,-24.90,39.00
1576609,0.2466,-0.6616,1.2695,4.33,-23.86,47.18
1576622,0.2397,-0.6396,1.2778,6.90,-22.64,50.05
1576634,0.2407,-0.6108,1.2627,9.83,-20.75,47.73
1576647,0.2412,-0.5908,1.2012,13.24,-18.37,41.63
1576660,0.1953,-0.6191,1.1279,17.33,-15.75,32.35
1576672,0.1782,-0.6260,1.0664,21.85,-13.37,22.16
1576685,0.1455,-0.6274,1.0059,26.12,-10.99,13.79
1576698,0.1235,-0.6265,0.9839,30.21,-9.64,8.67
1576710,0.1743,-0.6431,0.9819,33.69,-8.24,7.45
1576723,0.2153,-0.6611,0.9727,37.35,-6.77,8.18
1576736,0.2446,-0.6309,0.9756,40.47,-5.13,10.19
1576749,0.2573,-0.5933,0.9595,43.58,-3.11,11.41
1576761,0.2168,-0.5215,0.9365,46.26,-1.28,11.05
1576774,0.1597,-0.4727,0.9126,48.95,0.18,8.91
1576787,0.1704,-0.4165,0.9077,51.27,1.59,6.16
1576799,0.2319,-0.3555,0.9067,52.98,3.66,3.60
1576812,0.2388,-0.3125,0.8857,54.38,5.98,-0.43
1576825,0.2881,-0.3018,0.8901,57.92,9.28,-4.94
1576837,0.1719,-0.1118,0.8955,56.27,10.13,-4.21
1576850,0.1997,-0.0732,0.9053,56.09,11.54,-1.53
1576863,0.1904,-0.0645,0.9023,54.20,12.15,4.70
1576875,0.1982,-0.0503,0.9019,52.86,12.45,12.21
1576888,0.2500,-0.0181,0.9258,50.48,13.24,21.61
1576901,0.1992,0.0190,0.9204,48.34,13.79,29.54
1576914,0.1489,0.1265,0.9155,45.96,13.73,34.91
1576926,0.1768,0.2256,0.9336,42.91,14.10,37.84
1576939,0.2476,0.1704,0.9233,40.10,15.99,35.34
1576952,0.1748,0.1221,0.8838,38.70,19.35,26.43
1576964,0.0176,0.1245,0.8618,38.64,21.00,12.88
1576977,0.0137,0.2163,0.8862,36.99,23.13,2.75
1576990,-0.1035,0.1797,0.8794,34.48,23.50,-0.98
1577002,-0.0425,0.1973,0.9106,31.43,22.46,5.68
1577015,0.0093,0.2065,0.9141,25.88,21.24,23.56
1577028,-0.0352,0.1343,0.8809,21.06,18.80,44.43
1577041,-0.0459,0.1670,0.8687,16.30,16.24,64.70
1577053,-0.0586,0.1807,0.8740,11.90,13.85,80.87
1577066,-0.0532,0.1426,0.8706,8.97,12.51,90.21
1577079,-0.0986,0.2041,0.8813,7.45,11.29,93.14
1577091,-0.0493,0.2466,0.9126,5.19,10.74,93.14
1577104,-0.1021,0.2163,0.9165,3.72,10.38,90.45
1577117,-0.0845,0.2090,0.9482,2.81,9.40,87.22
1577129,-0.0269,0.2075,0.9761,1.65,9.52,85.75
1577142,-0.0762,0.2119,0.9756,0.85,8.91,84.29
1577155,-0.0093,0.2725,1.0117,-1.04,7.87,85.45
1577167,-0.0278,0.2095,1.0273,-2.75,7.26,87.52
1577180,-0.0039,0.2256,1.0420,-3.36,6.04,88.38
1577193,0.0068,0.2842,1.0669,-5.19,5.80,88.87
1577206,-0.0649,0.2490,1.0562,-6.16,4.94,86.06
1577218,-0.0361,0.3027,1.0449,-6.59,4.21,81.42
1577231,-0.0493,0.3423,1.0425,-8.00,3.91,76.29
1577244,-0.0337,0.3081,1.0430,-8.67,3.05,70.37
1577256,0.0107,0.3062,1.0391,-9.22,3.36,65.06
1577269,-0.0146,0.3203,1.0176,-10.07,2.81,59.88
1577282,0.0430,0.3423,1.0293,-11.11,2.26,55.91
1577294,0.1074,0.3457,1.0752,-12.51,2.69,53.65
1577307,0.1372,0.3569,1.1567,-14.16,2.44,52.49
1577320,0.2554,0.3452,1.2534,-16.36,3.05,52.49
1577333,0.3677,0.2646,1.2954,-18.49,5.07,53.65
1577345,0.3447,0.2573,1.2817,-18.98,7.20,52.31
1577358,0.3013,0.3306,1.2153,-20.20,9.46,46.63
1577371,0.2271,0.3379,1.2085,-22.52,11.11,38.76
1577383,0.2593,0.2397,1.1489,-22.71,13.49,29.91
1577396,0.2642,0.2729,1.1045,-22.28,16.66,21.48
1577409,0.2275,0.3047,1.0913,-23.56,18.55,15.44
1577421,0.1836,0.1479,1.0293,-25.45,20.26,13.00
1577434,0.1602,0.2578,0.9731,-27.04,20.81,14.22
1577447,0.1626,0.3188,0.9170,-29.91,21.24,19.90
1577459,0.1992,0.3071,0.8706,-33.14,21.42,26.61
1577472,0.2856,0.2515,0.8530,-35.10,23.25,29.48
1577485,0.3462,0.2446,0.8696,-36.50,26.43,25.57
1577498,0.3359,0.1929,0.8374,-36.50,31.37,12.51
1577510,0.2441,0.1738,0.7876,-35.40,35.89,-8.67
1577523,0.2705,0.2119,0.7539,-34.24,40.89,-32.59
1577536,0.2446,0.2173,0.7246,-34.48,45.65,-54.20
1577548,0.1772,0.1484,0.7026,-34.61,49.19,-72.08
1577561,0.1025,0.0928,0.6738,-35.03,51.70,-84.47
1577574,0.0356,0.1328,0.6758,-37.23,52.37,-88.93
1577586,0.0107,0.0776,0.6870,-40.53,51.88,-86.30
1577599,0.0474,-0.0317,0.6914,-43.33,51.45,-78.86
1577612,-0.0479,-0.0679,0.6655,-45.53,51.57,-70.98
1577625,-0.2192,0.0347,0.6621,-48.10,49.50,-65.98
1577637,-0.2217,0.0547,0.6748,-51.82,47.73,-60.91
1577650,-0.2231,-0.0781,0.7109,-54.02,45.96,-56.88
1577663,-0.0884,-0.1060,0.8018,-55.79,45.47,-52.80
1577675,-0.1221,-0.1709,0.8037,-57.43,47.06,-51.64
1577688,-0.3955,-0.2017,0.7598,-56.88,45.96,-58.47
1577701,-0.4170,-0.0723,0.7656,-58.04,44.25,-64.76
1577713,-0.4658,-0.1514,0.7329,-60.18,43.03,-66.77
1577726,-0.5693,-0.2500,0.6934,-60.30,39.12,-66.65
1577739,-0.4077,-0.1743,0.7812,-63.11,35.64,-59.02
1577751,-0.3652,-0.3340,0.8223,-65.61,34.36,-48.34
1577764,-0.4902,-0.4194,0.8218,-65.19,30.82,-42.42
1577777,-0.4053,-0.2886,0.8823,-66.89,28.63,-36.56
1577790,-0.3677,-0.4146,0.8896,-68.42,27.16,-32.29
1577802,-0.3584,-0.5479,0.8784,-66.96,26.31,-32.71
1577815,-0.3652,-0.4380,0.9009,-66.16,25.70,-34.42
1577828,-0.3765,-0.4902,0.9214,-66.35,24.05,-36.32
1577840,-0.1807,-0.6245,1.0044,-65.19,24.11,-36.32
1577853,-0.1787,-0.6699,1.0249,-63.66,25.27,-35.10
1577866,-0.3062,-0.6763,0.9692,-62.07,24.72,-36.50
1577878,-0.3311,-0.6987,0.9463,-60.36,23.68,-38.15
1577891,-0.2397,-0.7905,0.9839,-58.72,22.64,-36.68
1577904,-0.8960,-2.5835,0.7080,-46.63,14.16,2.87
1577916,-0.5566,-0.9556,0.9565,-55.91,8.85,60.73
1577929,-0.6982,-1.2627,0.8843,-55.30,0.00,88.13
1577942,-0.1841,-1.1777,0.9561,-45.41,3.17,81.97
1577955,-0.3525,-0.8027,1.0156,-37.90,6.29,55.85
1577967,-0.1484,-0.8369,1.0781,-31.01,9.70,23.93
1577980,-0.0068,-0.7964,1.1152,-23.86,16.30,-4.58
1577993,0.0083,-0.6748,1.1235,-17.52,18.62,-26.61
1578005,0.0957,-0.5718,1.1147,-15.38,22.64,-30.64
1578018,-0.0493,-0.5698,1.0483,-14.47,23.01,-21.61
1578031,0.0479,-0.4263,1.0400,-15.81,22.34,-4.82
1578043,-0.0073,-0.4077,1.0049,-18.43,22.46,8.73
1578056,-0.0059,-0.4526,0.9497,-17.46,22.71,12.94
1578069,-0.0171,-0.3276,0.9370,-17.27,24.41,12.33
1578082,-0.0835,-0.3564,0.8896,-17.03,25.76,8.00
1578094,-0.0972,-0.3418,0.8394,-15.75,27.40,2.20
1578107,-0.2256,-0.3145,0.7690,-15.14,28.69,-3.54
1578120,-0.2910,-0.3145,0.7227,-14.10,28.38,-7.63
1578132,-0.2847,-0.2744,0.6934,-14.22,27.77,-7.57
1578145,-0.3369,-0.4077,0.6724,-14.28,26.43,-4.64
1578158,-0.7705,-0.7471,0.6392,-12.33,22.64,1.40
1578170,-0.7974,-0.8774,0.6880,-7.08,16.48,20.87
1578183,-0.7134,-0.3179,0.7603,-10.07,9.95,30.09
1578196,-0.3306,-0.4741,0.7485,-6.23,10.19,21.18
1578208,-0.1597,-0.2495,0.7896,-1.28,13.43,-0.85
1578221,-0.2363,-0.2754,0.7627,1.16,16.30,-21.97
1578234,-0.3120,-0.4541,0.7212,4.64,17.15,-33.51
1578247,-0.3696,-0.4927,0.7222,6.35,17.03,-32.53
1578259,-0.4297,-0.5425,0.7412,7.81,15.01,-27.59
1578272,-0.3726,-0.5723,0.7632,10.19,14.34,-24.54
1578285,-0.3901,-0.5586,0.7725,13.06,14.28,-27.47
1578297,-0.3813,-0.5884,0.7642,16.91,15.08,-34.85
1578310,-0.3735,-0.5083,0.8071,20.08,16.11,-44.80
1578323,-0.4238,-0.5757,0.8115,23.93,17.46,-55.54
1578335,-0.4141,-0.5420,0.8428,27.28,18.43,-65.31
1578348,-0.3628,-0.5850,0.8682,30.70,20.51,-76.97
1578361,-0.2197,-0.6255,0.9106,35.22,23.38,-88.50
1578374,-0.3286,-0.5059,0.8828,36.99,25.21,-96.68
1578386,-0.2852,-0.4956,0.9019,39.18,27.10,-99.18
1578399,-0.2212,-0.5386,0.9199,39.79,28.63,-95.83
1578412,-0.2046,-0.4478,0.9380,40.04,29.72,-87.22
1578424,-0.2241,-0.4795,0.9219,38.51,30.88,-75.93
1578437,-0.4937,-0.3369,0.9302,39.79,31.92,-60.12
1578450,-0.1396,-0.7280,1.0269,38.39,29.54,-47.30
1578462,-0.5894,-0.2339,1.1064,35.64,27.16,-41.38
1578475,-0.0576,-0.5933,1.1313,39.92,35.16,-46.94
1578488,-0.2832,-0.5151,1.2363,41.81,35.16,-61.89
1578500,-0.2427,-0.3213,1.0586,43.40,42.72,-76.84
1578513,-0.1890,-0.3706,0.9858,45.41,47.42,-94.60
1578526,-0.5825,-0.2236,0.9116,45.78,49.50,-111.94
1578539,-0.3247,-0.1865,0.9038,44.98,54.44,-123.17
1578551,-0.4766,-0.1538,0.8906,42.79,54.75,-128.85
1578564,-0.3770,-0.2251,0.9180,39.67,57.62,-126.22
1578577,-0.3701,-0.1372,0.9546,34.97,57.31,-117.98
1578589,-0.3745,-0.2041,0.9189,30.94,57.56,-106.08
1578602,-0.3291,-0.1787,0.8945,25.45,57.31,-89.23
1578615,-0.3843,-0.1958,0.8496,20.45,55.60,-71.72
1578627,-0.3579,-0.2036,0.8115,16.30,55.05,-56.70
1578640,-0.3237,-0.1899,0.7817,12.02,54.63,-45.84
1578653,-0.3921,-0.1899,0.7446,9.40,54.32,-40.77
1578666,-0.3345,-0.1978,0.7202,7.08,55.05,-40.41
1578678,-0.3677,-0.1738,0.6899,5.25,55.54,-40.77
1578691,-0.3691,-0.2671,0.6851,3.30,56.03,-42.11
1578704,-0.3765,-0.2544,0.6870,2.08,56.40,-44.37
1578716,-0.3901,-0.2969,0.6689,0.61,56.58,-45.04
1578729,-0.4019,-0.3306,0.6475,-0.92,56.15,-42.42
1578742,-0.4883,-0.3340,0.6108,-2.50,54.57,-35.77
1578754,-0.5015,-0.3584,0.5918,-4.64,52.12,-26.25
1578767,-0.5054,-0.3682,0.5889,-5.98,50.17,-18.92
1578780,-0.5073,-0.3691,0.5991,-6.59,49.07,-18.92
1578792,-0.4800,-0.4199,0.6089,-5.74,48.65,-25.70
1578805,-0.5146,-0.4419,0.6128,-4.46,48.34,-33.81
1578818,-0.5117,-0.4624,0.6167,-3.42,47.61,-38.88
1578831,-0.5586,-0.5107,0.6094,-2.38,45.90,-40.59
1578843,-0.5645,-0.5459,0.6172,-1.53,43.88,-39.37
1578856,-0.5664,-0.5796,0.6426,-0.49,41.69,-36.99
1578869,-0.5391,-0.6089,0.6768,0.31,39.86,-32.53
1578881,-0.5635,-0.6733,0.7158,1.59,37.35,-25.57
1578894,-0.5400,-0.7163,0.7686,2.69,34.30,-17.46
1578907,-0.5503,-0.7622,0.8198,4.88,32.17,-11.54
1578919,-0.5586,-0.8003,0.8643,7.57,30.46,-10.50
1578932,-0.5713,-0.8091,0.8735,11.17,29.17,-15.93
1578945,-0.6001,-0.7568,0.8643,15.62,28.69,-26.86
1578958,-0.6084,-0.7192,0.8091,19.35,28.63,-37.05
1578970,-0.6201,-0.6499,0.7476,22.34,27.40,-41.32
1578983,-0.6860,-0.5591,0.6602,23.99,25.57,-41.26
1578996,-0.7515,-0.4712,0.6333,24.90,22.46,-38.57
1579008,-0.7354,-0.4727,0.7183,24.48,18.55,-29.24
1579021,-0.6201,-0.4961,0.8960,23.13,14.71,-12.82
1579034,-0.5317,-0.5732,1.0386,22.46,11.72,1.34
1579046,-0.4316,-0.5767,1.0840,22.52,10.74,3.91
1579059,-0.3652,-0.5044,1.0659,25.15,12.21,-5.49
1579072,-0.3950,-0.5020,1.0112,26.31,13.12,-9.52
1579084,-0.3696,-0.4033,0.9800,26.55,12.94,-5.98
1579097,-0.3403,-0.4121,0.9512,25.27,12.15,4.70
1579110,-0.3789,-0.3330,0.9458,23.74,10.93,18.68
1579124,-0.3745,-0.3398,0.9365,22.83,10.86,21.97
1579136,-0.3955,-0.3140,0.9282,23.25,11.54,16.24
1579149,-0.3765,-0.3325,0.9229,24.23,13.18,7.20
1579162,-0.3965,-0.3062,0.8936,24.96,13.85,1.10
1579174,-0.4170,-0.3066,0.8584,24.84,14.47,-0.12
1579187,-0.4282,-0.2896,0.8135,24.60,14.47,-0.37
1579200,-0.5024,-0.2817,0.7515,24.23,14.34,-0.73
1579212,-0.5449,-0.2495,0.6948,23.86,13.73,-1.65
1579225,-0.6055,-0.2070,0.6562,23.44,12.39,-3.42
1579238,-0.5850,-0.2290,0.6499,23.13,11.78,-6.41
1579250,-0.5332,-0.2290,0.6553,22.52,11.17,-9.46
1579263,-0.5337,-0.2285,0.6343,22.22,10.80,-10.13
1579276,-0.5371,-0.2422,0.6196,21.36,10.13,-8.85
1579289,-0.5415,-0.2354,0.6074,20.69,9.16,-8.73
1579301,-0.5312,-0.2480,0.6094,20.45,8.85,-10.56
1579314,-0.5210,-0.2622,0.6353,20.08,8.79,-12.39
1579327,-0.4941,-0.2612,0.6426,19.78,8.48,-12.57
1579339,-0.4927,-0.2910,0.6479,19.10,8.12,-8.97
1579352,-0.5049,-0.3057,0.6685,18.13,7.14,-4.21
1579365,-0.4844,-0.3135,0.6787,17.94,6.96,-3.17
1579377,-0.4683,-0.3276,0.6919,18.07,7.20,-5.00
1579390,-0.4873,-0.3262,0.7222,18.25,7.63,-5.74
1579403,-0.5259,-0.3486,0.7480,18.31,7.26,-5.07
1579416,-0.5317,-0.3525,0.7778,18.43,6.96,-4.82
1579428,-0.5225,-0.3677,0.8213,18.92,7.39,-6.10
1579441,-0.5239,-0.3521,0.8677,19.41,7.14,-7.69
1579454,-0.5308,-0.3550,0.9077,19.53,7.57,-6.71
1579466,-0.5649,-0.3481,0.9614,19.29,6.90,-3.72
1579479,-0.6089,-0.3267,0.9980,19.17,6.35,-1.59
1579492,-0.6699,-0.3174,1.0254,19.10,5.74,-2.75
1579504,-0.6768,-0.3032,1.0396,19.78,5.55,-8.73
1579517,-0.6460,-0.3013,1.0376,20.69,6.29,-19.04
1579530,-0.6318,-0.2871,1.0244,21.91,7.26,-29.97
1579542,-0.6416,-0.2456,0.9937,22.16,7.57,-35.83
1579555,-0.6826,-0.1826,0.9346,21.18,6.84,-35.28
1579568,-0.6924,-0.1172,0.8804,19.17,5.55,-32.35
1579581,-0.6567,-0.1016,0.8716,17.76,4.52,-31.86
1579593,-0.6562,-0.1226,0.9087,16.42,4.15,-33.81
1579606,-0.6270,-0.1680,0.9326,15.75,3.97,-37.54
1579619,-0.5645,-0.2324,0.9507,15.44,4.33,-42.42
1579631,-0.5098,-0.2788,0.9722,15.38,5.00,-44.31
1579644,-0.5166,-0.3413,0.9976,14.83,4.64,-38.76
1579657,-0.5137,-0.3608,1.0518,13.92,3.97,-29.79
1579669,-0.4370,-0.3765,1.0991,13.85,4.21,-27.04
1579682,-0.3696,-0.3784,1.1035,15.20,6.47,-33.20
1579695,-0.3457,-0.3569,1.0879,16.66,9.46,-42.24
1579708,-0.3843,-0.3237,0.8877,17.76,11.47,-48.65
1579720,-0.4307,-0.2817,0.8901,17.88,12.70,-50.11
1579733,-0.4497,-0.2266,0.8276,17.52,13.31,-48.95
1579746,-0.4243,-0.2031,0.7588,16.85,14.10,-49.32
1579758,-0.4199,-0.1655,0.6768,16.54,15.56,-53.10
1579771,-0.4194,-0.1641,0.6040,16.48,16.72,-57.92
1579784,-0.3989,-0.1172,0.5610,15.75,17.82,-61.65
1579796,-0.3755,-0.1279,0.5103,14.71,18.80,-63.05
1579809,-0.3550,-0.1357,0.4893,13.37,19.59,-60.73
1579822,-0.3433,-0.1309,0.4863,11.60,19.90,-55.48
