marker,marker_t,peak_t,peak_mag,std_mag,max_jerk,lat,lon,peak_duration,rise_rate,peak_count,pre_stillness,hole,class
29,1495.0,1493.0,7697.08544921875,2028.04736328125,4941.658203125,53.764017540961504,-6.245703566819429,80.0,41.096046447753906,1.0,1108.7596435546875,11,pitch
30,1547.0,1548.0,1644.8741455078125,263.33709716796875,562.7849731445312,53.763568606227636,-6.246352661401033,120.0,0.0,2.0,1032.4295654296875,11,chip
31,1554.0,1548.0,1644.8741455078125,263.33709716796875,562.7849731445312,53.7636137008667,-6.246340675279498,120.0,0.0,2.0,1032.4295654296875,11,putt
32,1663.0,1663.0,8641.3701171875,2094.48095703125,3862.5869140625,53.76399138942361,-6.246528010815382,40.0,60.812538146972656,1.0,1110.7335205078125,12,pitch
33,1664.0,1663.0,8641.3701171875,2094.48095703125,3862.5869140625,53.7639934848994,-6.246531028300524,40.0,60.812538146972656,1.0,1110.7335205078125,12,pitch
34,1709.0,1710.0,1401.6011962890625,191.9304962158203,436.76336669921875,53.76343977637589,-6.246578469872475,200.0,2.5904529094696045,1.0,1029.2078857421875,12,putt
35,1715.0,1716.0,2065.594970703125,436.55078125,590.5,53.76345888711512,-6.246571680530906,80.0,10.701480865478516,1.0,1044.04248046875,12,putt
36,1793.0,1791.0,7415.72265625,1713.2379150390625,3934.123291015625,53.76312260515988,-6.2461308762431145,40.0,42.26215744018555,1.0,1018.82666015625,13,pitch
37,1835.0,1833.0,1693.1358642578125,260.93194580078125,487.84375,53.763386802747846,-6.246992787346244,160.0,0.0,1.0,1016.761962890625,13,chip
38,1846.0,1847.0,1714.580078125,391.21636962890625,929.047119140625,53.76332729123533,-6.246832860633731,40.0,23.226177215576172,3.0,1044.9171142578125,13,putt
39,1904.0,1902.0,7184.54833984375,2003.484130859375,4440.15234375,53.76307516358793,-6.246601268649101,80.0,54.70368576049805,1.0,1135.7808837890625,14,pitch
40,1961.0,1962.0,1579.0262451171875,225.8870391845703,710.1390380859375,53.76283225603402,-6.247398974373937,40.0,4.9534010887146,2.0,1037.4771728515625,14,putt
41,2019.0,2017.0,7068.29736328125,1550.4066162109375,3710.87353515625,53.762834183871746,-6.247816476970911,40.0,39.403621673583984,1.0,1016.780517578125,15,pitch
42,2054.0,2055.0,1281.849853515625,174.1123046875,418.721923828125,53.762558083981276,-6.2473024148494005,80.0,0.0,3.0,1023.997802734375,15,putt
43,2108.0,2105.0,8757.4814453125,2153.788330078125,3462.790771484375,53.76269009895623,-6.247177273035049,80.0,72.52932739257812,1.0,1127.2540283203125,16,pitch
44,2174.0,2172.0,2316.52685546875,416.8511047363281,861.1993408203125,53.76278204843402,-6.2463264260441065,160.0,3.42475962638855,1.0,1022.44873046875,16,chip
45,2196.0,2197.0,1981.4404296875,512.8651123046875,546.4760131835938,53.76293786801398,-6.246352661401033,320.0,3.971306562423706,1.0,1061.7099609375,16,putt
46,2211.0,2212.0,1569.7662353515625,190.1481475830078,527.536376953125,53.7630214355886,-6.246268423274159,80.0,0.0,1.0,1019.065185546875,16,putt
47,2263.0,2261.0,8938.6484375,2008.080078125,6093.2373046875,53.76277324743569,-6.24637546017766,40.0,60.47529220581055,1.0,1014.6370239257812,17,pitch
48,2328.0,2327.0,1361.01904296875,138.73390197753906,331.7567138671875,53.76230922527611,-6.24696621671319,160.0,0.0,3.0,1026.3323974609375,17,putt
49,2333.0,2327.0,1361.01904296875,138.73390197753906,331.7567138671875,53.762315679341555,-6.246953308582306,160.0,0.0,3.0,1026.3323974609375,17,putt
50,2390.0,2388.0,9805.560546875,2197.04541015625,3322.05712890625,53.76227184198797,-6.247092615813017,40.0,72.9127197265625,1.0,1014.0745239257812,18,pitch
51,2464.0,2462.0,2249.87353515625,348.3938293457031,845.1917724609375,53.76274692825973,-6.247971290722489,40.0,3.1836955547332764,1.0,1016.9216918945312,18,putt
52,2479.0,2473.0,1420.255615234375,162.50439453125,194.62841796875,53.762680208310485,-6.247812286019325,120.0,0.0,1.0,1008.38427734375,18,putt
