marker,marker_t,peak_t,peak_mag,std_mag,max_jerk,lat,lon,peak_duration,rise_rate,peak_count,pre_stillness,hole,class
37,1267.0,1261.0,1614.674560546875,137.98556518554688,631.257568359375,53.763347743079066,-6.246831268072128,40.0,0.0,1.0,1024.8902587890625,13,chip
38,1313.0,1314.0,1840.539306640625,291.7035827636719,742.5911254882812,53.76309486106038,-6.246606716886163,40.0,7.902803421020508,2.0,1084.6817626953125,13,chip
39,1352.0,1346.0,1628.952392578125,193.29348754882812,314.111083984375,53.76285849139094,-6.247364692389965,80.0,0.0,1.0,1056.8828125,13,putt
40,1400.0,1398.0,6452.91455078125,1562.955078125,3806.09814453125,53.76284223049879,-6.247879257425666,80.0,42.89765548706055,1.0,1014.3310546875,15,pitch
41,1436.0,1430.0,1774.6497802734375,300.45941162109375,450.67218017578125,53.76249681226909,-6.247281124815345,80.0,6.1556196212768555,1.0,1048.5904541015625,15,chip
42,1449.0,1443.0,1937.0609130859375,292.2808532714844,577.5382080078125,53.76255447976291,-6.247308449819684,40.0,0.0,1.0,1037.4737548828125,15,putt
43,1454.0,1450.0,1472.443603515625,148.84042358398438,475.7520751953125,53.76254576258361,-6.247319262474775,80.0,0.0,2.0,1024.0919189453125,15,putt
44,1480.0,1478.0,8879.556640625,2232.174560546875,7277.1318359375,53.762696804478765,-6.247211471199989,80.0,0.0,1.0,1144.5037841796875,16,pitch
45,1532.0,1530.0,1729.39208984375,226.0402069091797,789.627197265625,53.762953290715814,-6.246323576197028,120.0,0.0,2.0,1079.3289794921875,16,putt
46,1537.0,1533.0,1662.228271484375,273.980224609375,862.5352172851562,53.76296770758927,-6.246337071061134,80.0,21.56338119506836,2.0,1061.2039794921875,16,putt
47,1547.0,1541.0,2723.875732421875,546.261474609375,1348.4041748046875,53.76301514916122,-6.24633832834661,40.0,23.424381256103516,1.0,1057.1766357421875,16,putt
48,1615.0,1613.0,5843.603515625,1482.7784423828125,2684.234375,53.76278062351048,-6.246401779353619,80.0,32.4726676940918,1.0,1018.2869262695312,17,pitch
49,1670.0,1671.0,1372.9447021484375,173.23008728027344,478.72491455078125,53.76253629103303,-6.246791034936905,40.0,0.0,2.0,1020.87548828125,17,chip
50,1677.0,1678.0,1625.482666015625,389.3474426269531,405.6871337890625,53.76251240260899,-6.246824059635401,240.0,7.154891490936279,3.0,1025.9708251953125,17,chip
51,1757.0,1755.0,9015.83984375,2234.8701171875,4737.42578125,53.7622943893075,-6.24708934687078,40.0,77.69950866699219,1.0,1096.4134521484375,18,pitch
52,1801.0,1799.0,2186.772216796875,403.1909484863281,672.8585205078125,53.762670401483774,-6.247620759531856,120.0,3.6239657402038574,1.0,1013.7926635742188,18,chip
53,1814.0,1809.0,1518.7685546875,184.3258514404297,857.3367919921875,53.76271080225706,-6.247770711779594,40.0,0.0,2.0,1039.8612060546875,18,putt
