t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
23408625,-0.5342,-0.7998,0.3325,-0.67,-0.61,-15.62
23408637,-0.5342,-0.7998,0.3330,-0.67,-0.61,-15.62
23408650,-0.5342,-0.7969,0.3320,-0.73,-0.61,-0.06
23408663,-0.5337,-0.8003,0.3311,-0.85,-0.61,0.00
23408675,-0.5327,-0.7998,0.3320,-0.67,-0.61,-0.12
23408688,-0.5337,-0.8003,0.3345,-0.79,-0.61,-0.06
23408701,-0.5337,-0.7979,0.3340,-0.67,-0.61,-0.06
23408713,-0.5337,-0.7983,0.3320,-0.73,-0.61,-0.06
23408726,-0.5332,-0.7988,0.3345,-0.67,-0.61,-0.06
23408739,-0.5366,-0.7998,0.3330,-0.73,-0.61,-0.06
23408751,-0.5332,-0.7988,0.3345,-0.79,-0.43,-0.06
23408764,-0.5342,-0.7983,0.3320,-0.73,-0.61,0.00
23408777,-0.5337,-0.7983,0.3320,-0.73,-0.55,0.00
23408790,-0.5347,-0.7979,0.3345,-0.67,-0.61,-0.06
23408802,-0.5342,-0.7979,0.3330,-0.67,-0.49,0.00
23408815,-0.5322,-0.8008,0.3340,-0.79,-0.61,-0.12
23408828,-0.5347,-0.8003,0.3330,-0.67,-0.49,-0.06
23408840,-0.5327,-0.7969,0.3335,-0.73,-0.61,-0.06
23408853,-0.5322,-0.7988,0.3320,-0.61,-0.67,-0.06
23408866,-0.5342,-0.8003,0.3330,-0.79,-0.55,0.00
23408878,-0.5332,-0.7979,0.3330,-0.73,-0.55,-0.06
23408891,-0.5322,-0.7983,0.3315,-0.73,-0.55,0.00
23408904,-0.5327,-0.7988,0.3354,-0.73,-0.55,-0.06
23408916,-0.5332,-0.7998,0.3315,-0.73,-0.55,0.00
23408929,-0.5342,-0.8003,0.3315,-0.67,-0.61,-0.06
23408942,-0.5361,-0.7993,0.3330,-0.61,-0.67,-0.06
23408955,-0.5342,-0.7998,0.3340,-0.79,-0.55,-0.12
23408967,-0.5332,-0.7979,0.3335,-0.67,-0.49,-0.06
23408980,-0.5332,-0.7993,0.3330,-0.67,-0.61,-0.06
23408993,-0.5342,-0.7983,0.3325,-0.79,-0.49,0.06
23409005,-0.5337,-0.8003,0.3340,-0.67,-0.67,-0.12
23409018,-0.5337,-0.7993,0.3359,-0.73,-0.55,-0.06
23409031,-0.5332,-0.7998,0.3330,-0.67,-0.55,-0.06
23409043,-0.5347,-0.8003,0.3340,-0.73,-0.55,-0.06
23409056,-0.5332,-0.7974,0.3340,-0.85,-0.49,0.00
23409069,-0.5327,-0.7974,0.3325,-0.67,-0.61,-0.06
23409082,-0.5342,-0.7988,0.3330,-0.79,-0.55,0.00
23409094,-0.5347,-0.7988,0.3335,-0.73,-0.67,-0.06
23409107,-0.5347,-0.7993,0.3335,-0.73,-0.61,-0.06
23409120,-0.5342,-0.7993,0.3345,-0.73,-0.61,-0.12
23409132,-0.5327,-0.7979,0.3325,-0.73,-0.55,-0.12
23409145,-0.5342,-0.7979,0.3330,-0.73,-0.55,0.00
23409158,-0.5332,-0.7993,0.3335,-0.67,-0.61,-0.06
23409170,-0.5342,-0.7979,0.3345,-0.79,-0.55,-0.06
23409183,-0.5342,-0.7998,0.3340,-0.61,-0.61,0.00
23409196,-0.5347,-0.7983,0.3345,-0.73,-0.55,-0.12
23409208,-0.5356,-0.7983,0.3340,-0.73,-0.67,-0.06
23409221,-0.5356,-0.8003,0.3340,-0.73,-0.61,-0.06
23409234,-0.5342,-0.7993,0.3320,-0.73,-0.49,-0.06
23409247,-0.5347,-0.7988,0.3359,-0.73,-0.55,-0.06
23409259,-0.5332,-0.7988,0.3340,-0.73,-0.55,-0.06
23409272,-0.5342,-0.7983,0.3330,-0.73,-0.55,0.00
23409285,-0.5327,-0.7979,0.3325,-0.67,-0.61,-0.06
23409297,-0.5366,-0.7998,0.3315,-0.73,-0.61,-0.06
23409310,-0.5312,-0.7983,0.3311,-0.73,-0.61,-0.06
23409323,-0.5347,-0.7979,0.3335,-0.67,-0.67,0.00
23409335,-0.5337,-0.7988,0.3330,-0.79,-0.55,-0.06
23409348,-0.5337,-0.7988,0.3315,-0.79,-0.55,-0.06
23409361,-0.5332,-0.7993,0.3340,-0.73,-0.61,0.00
23409374,-0.5337,-0.8003,0.3315,-0.73,-0.55,-0.06
23409386,-0.5308,-0.7983,0.3320,-0.67,-0.61,-0.06
23409399,-0.5337,-0.7988,0.3340,-0.73,-0.61,-0.06
23409412,-0.5342,-0.7993,0.3320,-0.73,-0.61,0.00
23409424,-0.5347,-0.8003,0.3320,-0.67,-0.61,-0.12
23409437,-0.5327,-0.7993,0.3320,-0.73,-0.61,0.00
23409450,-0.5342,-0.7993,0.3325,-0.73,-0.55,-0.12
23409462,-0.5337,-0.8003,0.3335,-0.73,-0.55,-0.06
23409475,-0.5337,-0.8003,0.3335,-0.79,-0.49,-0.06
23409488,-0.5337,-0.7974,0.3330,-0.73,-0.55,-0.18
23409500,-0.5322,-0.7998,0.3345,-0.67,-0.73,-0.06
23409513,-0.5337,-0.7988,0.3350,-0.67,-0.61,-0.12
23409526,-0.5347,-0.7983,0.3345,-0.73,-0.61,-0.06
23409539,-0.5347,-0.7988,0.3350,-0.73,-0.61,0.00
23409551,-0.5347,-0.7998,0.3350,-0.73,-0.61,-0.12
23409564,-0.5347,-0.7998,0.3340,-0.73,-0.49,-0.06
23409577,-0.5361,-0.7998,0.3330,-0.67,-0.61,-0.06
23409589,-0.5327,-0.7983,0.3345,-0.73,-0.49,-0.12
23409602,-0.5356,-0.7988,0.3325,-0.67,-0.67,0.00
23409615,-0.5347,-0.7998,0.3335,-0.79,-0.55,-0.06
23409627,-0.5332,-0.7969,0.3325,-0.79,-0.67,-0.06
23409640,-0.5327,-0.7998,0.3335,-0.73,-0.55,0.00
23409653,-0.5342,-0.7959,0.3330,-0.73,-0.61,-0.06
23409666,-0.5327,-0.8008,0.3350,-0.73,-0.61,-0.06
23409678,-0.5337,-0.7969,0.3350,-0.73,-0.67,-0.06
23409691,-0.5332,-0.7974,0.3354,-0.67,-0.61,-0.06
23409704,-0.5347,-0.7988,0.3325,-0.79,-0.49,0.00
23409716,-0.5327,-0.7979,0.3330,-0.67,-0.61,-0.06
23409729,-0.5361,-0.7998,0.3320,-0.73,-0.55,0.00
23409742,-0.5337,-0.7983,0.3320,-0.79,-0.61,-0.06
23409754,-0.5342,-0.7974,0.3345,-0.67,-0.61,-0.12
23409767,-0.5327,-0.8003,0.3320,-0.79,-0.55,0.00
23409780,-0.5332,-0.7993,0.3335,-0.73,-0.67,-0.06
23409792,-0.5337,-0.8008,0.3330,-0.85,-0.55,-0.06
23409805,-0.5332,-0.7998,0.3330,-0.67,-0.61,0.00
23409818,-0.5337,-0.8013,0.3345,-0.73,-0.67,-0.06
23409831,-0.5347,-0.7988,0.3340,-0.61,-0.61,-0.06
23409843,-0.5327,-0.7993,0.3315,-0.67,-0.55,0.00
23409856,-0.5332,-0.8003,0.3325,-0.79,-0.55,0.00
23409869,-0.5317,-0.7998,0.3325,-0.67,-0.61,-0.06
23409881,-0.5347,-0.7974,0.3325,-0.79,-0.55,-0.06
23409894,-0.5361,-0.8008,0.3350,-0.73,-0.55,-0.06
23409907,-0.5337,-0.7993,0.3335,-0.79,-0.55,0.00
23409919,-0.5337,-0.7988,0.3320,-0.73,-0.55,0.00
23409932,-0.5317,-0.8013,0.3325,-0.67,-0.61,-0.12
23409945,-0.5332,-0.7998,0.3330,-0.73,-0.55,0.00
23409958,-0.5356,-0.7964,0.3340,-0.73,-0.73,-0.06
23409970,-0.5352,-0.7954,0.3325,-0.73,-0.49,0.06
23409983,-0.5342,-0.8027,0.3296,-0.79,-0.55,-0.12
23409996,-0.5342,-0.7998,0.3345,-0.67,-0.55,-0.06
23410008,-0.5342,-0.7979,0.3340,-0.67,-0.55,-0.06
23410021,-0.5347,-0.7979,0.3350,-0.73,-0.67,-0.12
23410034,-0.5352,-0.8037,0.3320,-0.73,-0.49,-0.06
23410046,-0.5317,-0.7998,0.3330,-0.67,-0.67,-0.18
23410059,-0.5327,-0.8003,0.3335,-0.61,-0.43,-0.06
23410072,-0.5356,-0.7964,0.3345,-0.67,-0.61,0.06
23410084,-0.5361,-0.8022,0.3325,-0.79,-0.73,-0.06
23410097,-0.5322,-0.7998,0.3354,-0.73,-0.61,-0.12
23410110,-0.5342,-0.7998,0.3325,-0.67,-0.55,-0.18
23410123,-0.5352,-0.8008,0.3335,-0.73,-0.55,-0.12
23410135,-0.5337,-0.8013,0.3330,-0.79,-0.49,-0.06
23410148,-0.5332,-0.7988,0.3320,-0.85,-0.49,0.00
23410161,-0.5342,-0.7988,0.3330,-0.73,-0.55,-0.06
23410173,-0.5347,-0.8003,0.3315,-0.73,-0.55,-0.18
23410186,-0.5342,-0.7983,0.3335,-0.73,-0.49,-0.06
23410199,-0.5322,-0.7974,0.3335,-0.67,-0.49,-0.06
23410211,-0.5332,-0.7993,0.3330,-0.73,-0.61,0.06
23410224,-0.5337,-0.8003,0.3320,-0.67,-0.61,0.00
23410237,-0.5337,-0.7983,0.3345,-0.73,-0.61,-0.06
23410250,-0.5342,-0.7949,0.3330,-0.73,-0.49,0.00
23410262,-0.5322,-0.8022,0.3320,-0.73,-0.55,-0.06
23410275,-0.5342,-0.8008,0.3315,-0.73,-0.61,-0.06
23410288,-0.5337,-0.7988,0.3320,-0.73,-0.55,-0.12
23410300,-0.5361,-0.7993,0.3345,-0.73,-0.55,-0.06
23410313,-0.5352,-0.7983,0.3330,-0.73,-0.55,0.00
23410326,-0.5356,-0.7983,0.3330,-0.67,-0.61,15.56
23410338,-0.5347,-0.7993,0.3320,-0.73,-0.49,-0.18
23410351,-0.5327,-0.7998,0.3320,-0.79,-0.55,-0.06
23410364,-0.5342,-0.7993,0.3335,-0.73,-0.55,0.00
23410376,-0.5337,-0.7998,0.3320,-0.73,-0.61,0.00
23410389,-0.5342,-0.7993,0.3340,-0.73,-0.55,-0.12
23410402,-0.5347,-0.7993,0.3340,-0.67,-0.79,-0.06
23410415,-0.5352,-0.7983,0.3335,-0.67,-0.61,-0.12
23410427,-0.5327,-0.8008,0.3350,-0.73,-0.55,-0.06
23410440,-0.5308,-0.8008,0.3335,-0.67,-0.67,-0.12
23410453,-0.5332,-0.8022,0.3311,-0.73,-0.49,-0.06
23410465,-0.5337,-0.7944,0.3364,-0.67,-0.67,0.00
23410478,-0.5366,-0.7979,0.3345,-0.79,-0.67,-0.06
23410491,-0.5342,-0.8003,0.3325,-0.67,-0.61,-0.06
23410503,-0.5347,-0.7998,0.3320,-0.73,-0.55,-0.12
23410516,-0.5327,-0.7988,0.3315,-0.73,-0.61,-0.12
23410529,-0.5332,-0.7998,0.3340,-0.61,-0.61,-0.06
23410541,-0.5342,-0.7983,0.3354,-0.73,-0.67,0.00
23410554,-0.5332,-0.7969,0.3350,-0.73,-0.61,-0.06
23410567,-0.5342,-0.8003,0.3330,-0.73,-0.55,-0.18
23410580,-0.5347,-0.8003,0.3325,-0.73,-0.49,-0.12
23410592,-0.5308,-0.8008,0.3325,-0.73,-0.49,-0.06
23410605,-0.5269,-0.7915,0.3330,-0.73,-0.31,-0.06
23410618,-0.5264,-0.7954,0.3315,-0.79,-0.61,0.00
23410630,-0.5391,-0.8062,0.3267,-0.85,-0.92,0.00
23410643,-0.5405,-0.7983,0.3311,-0.55,-0.55,-0.24
23410656,-0.5317,-0.7930,0.3359,-0.73,-0.37,-0.06
23410668,-0.5317,-0.8018,0.3330,-0.85,-0.55,0.12
23410681,-0.5278,-0.7988,0.3335,-0.73,-0.61,-0.12
23410694,-0.5352,-0.8062,0.3315,-0.61,-0.55,-0.31
23410707,-0.5312,-0.7935,0.3320,-0.73,-0.49,0.00
23410719,-0.5366,-0.7979,0.3345,-0.73,-0.55,0.06
23410732,-0.5366,-0.7979,0.3340,-0.73,-0.73,0.06
23410745,-0.5298,-0.8027,0.3340,-0.79,-0.49,-0.12
23410757,-0.5352,-0.8008,0.3340,-0.61,-0.55,-0.18
23410770,-0.5356,-0.7974,0.3340,-0.67,-0.55,-0.31
23410783,-0.5317,-0.7998,0.3330,-0.85,-0.55,0.00
23410795,-0.5312,-0.8018,0.3330,-0.73,-0.67,0.18
23410808,-0.5342,-0.7988,0.3311,-0.67,-0.49,0.00
23410821,-0.5342,-0.7959,0.3350,-0.67,-0.43,-0.18
23410833,-0.5337,-0.8032,0.3330,-0.73,-0.49,-0.12
23410846,-0.5317,-0.8003,0.3315,-0.67,-0.61,0.00
23410859,-0.5347,-0.7974,0.3330,-0.79,-0.73,-0.06
23410872,-0.5312,-0.7998,0.3325,-0.67,-0.49,0.06
23410884,-0.5347,-0.8008,0.3345,-0.79,-0.61,0.00
23410897,-0.5361,-0.7959,0.3335,-0.73,-0.55,-0.12
23410910,-0.5322,-0.7979,0.3350,-0.73,-0.55,-0.12
23410922,-0.5332,-0.8008,0.3335,-0.73,-0.61,0.00
23410935,-0.5347,-0.8037,0.3320,-0.67,-0.67,0.06
23410948,-0.5342,-0.8003,0.3335,-0.67,-0.55,-0.06
23410960,-0.5327,-0.7959,0.3359,-0.79,-0.49,0.00
23410973,-0.5347,-0.7983,0.3330,-0.79,-0.67,0.06
23410986,-0.5366,-0.8013,0.3330,-0.73,-0.61,-0.06
23410999,-0.5337,-0.8003,0.3315,-0.61,-0.67,-0.06
23411011,-0.5327,-0.7998,0.3325,-0.67,-0.61,0.06
23411024,-0.5356,-0.8027,0.3350,-0.73,-0.61,0.06
23411037,-0.5352,-0.7983,0.3345,-0.67,-0.49,-0.06
23411049,-0.5337,-0.7959,0.3330,-0.73,-0.55,-0.06
23411062,-0.5352,-0.7993,0.3320,-0.73,-0.61,-0.06
23411075,-0.5361,-0.7998,0.3325,-0.73,-0.61,-0.12
23411087,-0.5317,-0.7993,0.3335,-0.67,-0.61,-0.12
23411100,-0.5308,-0.7988,0.3315,-0.73,-0.61,0.00
23411113,-0.5347,-0.7988,0.3330,-0.73,-0.61,0.00
23411125,-0.5391,-0.8022,0.3330,-0.79,-0.61,-0.06
23411138,-0.5337,-0.7993,0.3315,-0.73,-0.55,-0.06
23411151,-0.5322,-0.7993,0.3315,-0.73,-0.49,-0.12
23411164,-0.5322,-0.7983,0.3325,-0.79,-0.55,-0.06
23411176,-0.5332,-0.7983,0.3335,-0.67,-0.55,15.56
23411189,-0.5342,-0.7998,0.3330,-0.79,-0.67,0.06
23411202,-0.5337,-0.7979,0.3325,-0.73,-0.61,-15.62
23411214,-0.5322,-0.8013,0.3335,-0.73,-0.61,-0.18
23411227,-0.5303,-0.8013,0.3335,-0.79,-0.43,0.00
23411240,-0.5366,-0.8008,0.3315,-0.67,-0.61,-0.06
23411252,-0.5376,-0.8008,0.3320,-0.79,-0.61,0.06
23411265,-0.5342,-0.7974,0.3345,-0.67,-0.61,-0.06
23411278,-0.5327,-0.7969,0.3345,-0.67,-0.43,-0.12
23411291,-0.5352,-0.7969,0.3340,-0.67,-0.55,-0.06
23411303,-0.5376,-0.7974,0.3325,-0.79,-0.67,-0.06
23411316,-0.5312,-0.8003,0.3320,-0.73,-0.61,0.00
23411329,-0.5303,-0.8022,0.3359,-0.73,-0.55,-0.12
23411341,-0.5352,-0.7944,0.3350,-0.73,-0.43,-0.12
23411354,-0.5352,-0.7969,0.3320,-0.79,-0.55,-0.06
23411367,-0.5332,-0.8027,0.3315,-0.73,-0.61,0.06
23411379,-0.9253,-0.5493,-0.0752,5.07,6.10,6.59
23411392,-3.4424,2.7495,0.5903,-33.26,-37.41,-10.31
23411405,0.4731,-1.4136,0.9282,-20.26,-20.57,16.17
23411417,-0.7349,-0.7061,0.1387,-49.80,-30.58,22.77
23411430,-0.9854,-1.5703,-0.1362,-32.71,-34.30,39.31
23411443,0.5137,-1.5918,0.2490,-20.63,-33.75,51.15
23411456,-0.4585,-0.9634,0.2397,-29.85,-38.27,54.14
23411468,0.1943,-1.1519,0.3857,-23.86,-24.11,55.36
23411481,-0.1675,-1.4282,0.1719,-21.36,-25.45,49.50
23411494,-0.1616,-1.1445,0.2061,-18.01,-20.81,52.49
23411506,-0.1089,-1.2510,0.2930,-12.02,-15.14,50.35
23411519,-0.4121,-1.0542,0.3320,-6.77,-9.52,35.52
23411532,-0.4702,-0.8589,0.2778,-2.56,-3.85,15.93
23411544,-0.4912,-0.8320,0.2769,2.20,3.54,-5.19
23411557,-0.6255,-0.8467,0.3330,8.06,8.06,-24.84
23411570,-0.4614,-0.7627,0.3618,11.35,14.16,-42.24
23411583,-0.5127,-0.7476,0.3140,13.18,20.75,-57.56
23411595,-6.3086,-3.6230,-1.3477,31.86,-14.89,-55.42
23411608,-0.8496,0.4126,0.2969,14.71,-8.79,-37.90
23411621,-0.3794,-0.0903,0.4189,10.99,-25.51,-44.19
23411633,-1.6729,-1.0801,0.0166,15.56,-28.75,-40.65
23411646,0.0718,-1.0332,0.5020,9.34,-19.84,-28.38
23411659,-0.4858,-0.9209,0.3364,13.67,-38.09,-22.03
23411671,-0.5083,-1.2402,0.1279,11.41,-32.90,-1.10
23411684,-0.0542,-0.8711,0.3647,6.35,-34.00,5.31
23411697,-0.6870,-0.9092,0.2075,13.00,-37.35,9.58
23411709,-0.8257,-1.3130,0.1216,11.47,-38.82,13.85
23411722,-0.6704,-0.9185,0.2456,11.72,-39.67,7.02
23411735,-0.6743,-1.3501,0.1484,22.52,-39.61,0.55
23411748,-0.4639,-1.1562,0.2593,23.07,-36.80,-10.25
23411760,-0.6362,-0.6201,0.2656,28.14,-34.42,-14.59
23411773,-1.2031,-1.0571,0.1680,28.14,-40.71,-12.70
23411786,-1.0967,-0.7690,0.4067,25.76,-49.07,-4.15
23411798,-0.7515,-0.8838,0.3403,25.51,-53.04,12.45
23411811,-0.8638,-0.9746,0.1855,22.16,-62.93,24.96
23411824,-0.5229,-0.8516,0.2310,21.06,-65.67,37.96
23411836,-0.6904,-1.1851,0.1597,19.96,-72.14,51.45
23411849,-0.6870,-1.0571,0.1675,18.86,-93.02,62.74
23411862,-0.5225,-1.0225,0.2095,21.55,-79.83,65.92
23411875,-0.7324,-0.9312,0.2559,21.42,-81.79,58.96
23411887,-0.7705,-0.9658,0.3062,22.77,-82.82,61.89
23411900,-0.7837,-0.9893,0.2871,22.89,-88.38,67.57
23411913,-0.6797,-0.8525,0.2949,22.22,-93.93,77.27
23411925,-0.5542,-0.7891,0.3638,20.14,-100.22,94.60
23411938,-0.4136,-0.7744,0.4399,17.15,-108.34,115.97
23411951,-0.5562,-0.7876,0.5342,14.77,-112.30,118.29
23411963,-0.3979,-0.9087,0.7095,18.37,-107.54,94.73
23411976,-0.4404,-0.9819,0.7065,23.44,-101.20,67.75
23411989,-0.2124,-0.7959,0.8301,27.59,-94.30,48.77
23412001,-0.2466,-0.7383,0.9087,31.13,-88.01,30.64
23412014,-0.0625,-0.6133,1.0645,30.76,-78.00,8.97
23412027,-0.0825,-0.4800,1.0840,30.46,-68.66,-6.04
23412040,0.1099,-0.4795,1.0205,26.67,-61.89,-5.19
23412052,0.1118,-0.1514,1.0703,15.87,-63.54,18.68
23412065,0.1348,0.0537,1.0723,7.39,-63.29,37.54
23412078,0.1963,0.1499,0.9194,0.49,-59.75,31.74
23412090,0.1011,0.2544,1.0049,-11.11,-53.10,20.94
23412103,0.1953,0.0410,1.2061,-20.87,-49.50,10.80
23412116,-0.2544,-0.1826,1.1108,-26.92,-47.79,1.77
23412128,0.0654,-0.2495,1.7124,-52.12,-52.86,62.44
23412141,0.2231,-0.0259,1.7051,-56.95,-73.12,130.49
23412154,-0.7539,-1.3223,0.9771,-66.53,-82.28,173.65
23412166,0.4902,-0.1611,1.2754,-69.27,-63.23,150.57
23412179,-0.3887,-0.8262,0.9331,-50.35,-47.61,83.56
23412192,0.1216,-0.5117,0.8193,-48.40,-25.27,39.92
23412205,0.0254,-0.0669,0.8433,-45.29,-18.13,22.40
23412217,-0.0859,-0.3394,0.6143,-47.55,-15.87,30.76
23412230,0.0010,-0.1182,0.4897,-53.59,-14.34,42.42
23412243,-0.0166,-0.3916,0.3594,-51.33,-10.31,40.83
23412255,-0.0557,-0.5542,0.3096,-50.66,-5.74,36.68
23412268,-0.1001,-0.4727,0.3643,-50.72,-2.87,41.99
23412281,-0.1572,-0.7002,0.3110,-50.48,-3.66,56.15
23412293,-0.1284,-0.6509,0.3076,-51.94,-5.80,75.01
23412306,-0.1621,-0.5552,0.3896,-52.73,-7.14,95.09
23412319,-0.2266,-0.5415,0.5059,-53.16,-7.32,106.99
23412332,-0.3936,-0.4136,0.5835,-51.94,-3.60,104.06
23412344,-0.3882,-0.5327,0.5913,-47.24,3.42,86.67
23412357,-0.5244,-0.5464,0.6011,-42.72,9.77,65.73
23412370,-0.5024,-0.5532,0.6235,-38.45,14.77,53.59
23412382,-0.5200,-0.5688,0.6509,-36.38,15.50,52.43
23412395,-0.5737,-0.6157,0.6724,-34.67,15.50,56.21
23412408,-0.5342,-0.8057,0.6401,-31.13,16.54,56.21
23412420,-0.5869,-0.9292,0.6084,-26.06,16.72,55.36
23412433,-0.5708,-0.9893,0.6074,-20.81,16.17,60.73
23412446,-0.5903,-1.0103,0.5742,-16.85,13.24,70.80
23412458,-0.5723,-1.0278,0.5361,-11.84,10.44,82.34
23412471,-0.6055,-1.0171,0.5317,-6.47,7.32,93.20
23412484,-0.6504,-0.9507,0.5132,-1.16,3.85,100.40
23412497,-0.6875,-0.8955,0.5073,5.74,2.20,102.42
23412509,-0.7383,-0.8047,0.4985,10.80,1.10,99.12
23412522,-0.7402,-0.7393,0.4556,18.01,0.37,90.27
23412535,-0.7197,-0.6533,0.4395,25.15,0.92,80.02
23412547,-0.7241,-0.6201,0.4111,31.62,0.12,71.35
23412560,-0.7290,-0.5479,0.3955,37.05,-1.34,65.92
23412573,-0.6670,-0.5444,0.3696,41.87,-3.23,61.77
23412585,-0.6660,-0.4683,0.3809,46.81,-4.94,57.62
23412598,-0.6875,-0.4185,0.3652,50.84,-6.41,52.55
23412611,-0.5923,-0.4019,0.3530,55.24,-7.14,43.82
23412624,-0.5903,-0.3491,0.3623,59.45,-6.90,33.26
23412636,-0.5757,-0.2949,0.3784,63.54,-6.84,24.66
23412649,-0.5220,-0.2432,0.3940,66.35,-7.26,17.82
23412662,-0.5488,-0.1470,0.4312,69.03,-7.08,10.25
23412674,-0.5601,-0.1089,0.4209,71.23,-6.16,-0.37
23412687,-0.4517,-0.1113,0.3833,73.12,-4.70,-11.78
23412700,-0.4580,-0.0527,0.3799,75.07,-4.03,-17.58
23412712,-0.4014,-0.0840,0.4062,75.07,-5.13,-15.99
23412725,-0.3921,-0.0278,0.4312,73.43,-7.20,-7.93
23412738,-0.4111,0.0327,0.4629,71.66,-10.74,2.14
23412750,-0.5513,0.0801,0.4961,68.54,-14.65,10.01
23412763,-0.6191,0.1401,0.5200,66.41,-18.19,12.51
23412776,-0.6206,0.1812,0.5107,64.39,-20.32,9.16
23412789,-0.6074,0.2700,0.5171,62.93,-21.24,2.87
23412801,-0.6357,0.3438,0.5229,60.55,-22.16,-1.83
23412814,-0.5630,0.3525,0.5444,57.74,-23.86,-5.00
23412827,-0.5864,0.3540,0.5630,54.87,-25.02,-8.00
23412839,-0.5649,0.3027,0.5903,52.37,-25.57,-13.73
23412852,-0.5796,0.3047,0.5972,50.66,-25.39,-21.85
23412865,-0.5400,0.3149,0.6011,48.46,-24.78,-28.26
23412877,-0.5166,0.3359,0.6318,45.84,-25.82,-29.24
23412890,-0.5342,0.3374,0.6504,41.93,-27.22,-26.73
23412903,-0.5107,0.2935,0.6680,38.88,-28.32,-27.95
23412916,-0.5356,0.2461,0.6631,37.35,-27.59,-34.36
23412928,-0.5161,0.2661,0.6689,36.19,-25.33,-45.10
23412941,-0.5376,0.2520,0.6665,34.42,-24.96,-50.35
23412954,-0.5381,0.2920,0.7017,31.07,-26.79,-45.72
23412966,-0.5698,0.2026,0.7075,27.47,-30.03,-38.64
23412979,-0.6064,0.1777,0.7290,24.78,-31.25,-37.11
23412992,-0.6206,0.1123,0.7319,24.60,-30.46,-45.65
23413004,-0.5962,0.1108,0.7534,24.90,-27.71,-58.53
23413017,-0.5830,0.1348,0.7656,24.29,-26.73,-65.67
23413030,-0.5430,0.1260,0.7998,22.34,-28.38,-60.97
23413042,-0.5791,0.0918,0.8281,18.43,-31.98,-49.87
23413055,-0.5439,0.0161,0.8569,16.42,-33.81,-44.31
23413068,-0.5977,-0.0283,0.8560,15.87,-33.33,-47.67
23413081,-0.5649,-0.0347,0.8677,15.93,-31.92,-54.14
23413093,-0.5830,-0.0786,0.8813,16.05,-31.86,-57.07
23413106,-0.6084,-0.0801,0.8892,14.28,-33.45,-52.86
23413119,-0.6045,-0.1294,0.8896,12.76,-36.25,-45.59
23413131,-0.6426,-0.1562,0.8857,10.74,-38.45,-37.90
23413144,-0.6479,-0.1826,0.8687,9.64,-41.56,-32.23
23413157,-0.6406,-0.1860,0.8379,8.54,-44.13,-27.34
23413169,-0.6099,-0.2134,0.8091,7.20,-47.36,-21.12
23413182,-0.6040,-0.2588,0.7832,5.68,-51.03,-11.60
23413195,-0.6143,-0.2949,0.7686,3.17,-56.95,4.21
23413208,-0.6245,-0.1733,0.8022,-1.40,-63.90,26.61
23413220,-0.6929,-0.1250,0.8115,-6.41,-71.47,46.20
23413233,-0.7046,-0.1270,0.7534,-10.07,-77.76,57.80
23413246,-0.5278,-0.0820,0.7046,-13.18,-80.20,62.26
23413258,-0.4658,-0.0698,0.7349,-14.53,-80.14,58.53
23413271,-0.5781,-0.0396,0.8970,-14.04,-75.74,40.53
23413284,-0.6128,-0.1479,0.9722,-10.44,-67.38,4.21
23413296,-0.4795,-0.2554,0.9531,-3.78,-56.27,-38.82
23413309,-0.3970,-0.2109,0.9580,2.14,-47.49,-69.95
23413322,-0.4316,-0.0659,1.0518,3.11,-43.76,-79.28
23413334,-0.4502,0.0371,1.0801,-0.12,-45.23,-70.31
23413347,-0.3853,0.1084,1.0835,-5.37,-48.40,-52.80
23413360,-0.3013,0.0850,1.0796,-10.86,-51.03,-35.03
23413373,-0.3232,0.0596,1.1030,-31.19,-52.25,-19.65
23413385,-0.2915,0.0327,1.1323,-20.32,-51.94,-8.61
23413398,-0.2095,-0.0088,1.1694,-24.35,-49.38,-3.30
23413411,-0.1606,-0.0415,1.2158,-27.04,-45.47,-1.83
23413423,-0.1489,-0.0483,1.2881,-29.24,-40.04,-2.50
23413436,-0.1094,-0.0757,1.2983,-30.70,-34.00,-6.16
23413449,-0.0859,-0.1069,1.2944,-31.74,-28.08,-9.40
23413461,-0.0928,-0.1245,1.3169,-32.90,-22.77,-9.16
23413474,-0.1230,-0.1616,1.3345,-34.36,-18.25,-6.53
23413487,-0.1411,-0.2432,1.3115,-34.73,-13.55,-6.90
23413500,-0.1265,-0.3125,1.2930,-33.87,-7.69,-10.56
23413512,-0.1470,-0.3452,1.2607,-32.23,-2.26,-13.98
23413525,-0.1279,-0.4150,1.1807,-30.58,1.77,-14.28
23413538,-0.1226,-0.4229,1.1118,-29.66,3.72,-6.41
23413550,-0.1230,-0.4390,1.0371,-30.33,2.87,11.72
23413563,-0.0791,-0.4561,0.9668,-31.92,-0.55,38.09
23413576,-0.1523,-0.4209,0.9639,-33.33,-3.91,63.48
23413588,-0.1416,-0.4009,0.9502,-33.14,-4.94,72.27
23413601,-0.1694,-0.3350,0.9341,-29.05,-0.73,60.97
23413614,-0.1768,-0.2876,0.9136,-23.25,6.77,36.74
23413626,-0.2246,-0.2085,0.8984,-16.72,15.81,4.70
23413639,-0.1904,-0.1426,0.7896,-9.22,26.37,-35.22
23413652,-0.4888,-0.3330,0.7920,1.28,38.02,-81.48
